UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,operational_hours,RUL,Vibration (mm/s),Pressure (Pa),Maintenance Required,Temp_Change,Vib_Change,Temperature_Mean,Vibration_Mean,Pressure_Mean,RPM_Mean
524,L48449,L,298.1,309.5,1467,41.8,48,0,No Failure,4622,327.3237803,1.611440248,-1.158888057,1,-0.608503653,1.128642412,-0.077582328,0.373948584,-0.620277395,0.450675901
525,L48450,M,298,309.4,1276,65.9,50,0,No Failure,4803,154.5092656,0.21528767,0.053405196,0,-0.50962059,-0.986304185,0.02436811,0.075873439,-0.091152995,0.058090281
526,L48451,H,298,309.4,1490,40.5,53,0,No Failure,3893,1065.809302,0.789237991,-0.137690881,1,-0.963107626,0.40544152,0.244066179,-0.109702803,0.049506243,-0.080007484
527,L48452,H,298,309.4,1562,38.1,58,0,No Failure,791,4199.123589,-0.863713054,-0.74521952,1,1.793942099,-1.167715095,0.767585041,-0.096455682,0.121907149,-0.466588853
528,L48453,L,298.1,309.4,1397,48.2,63,0,No Failure,362,4585.268751,0.117490064,-1.112993713,1,-0.654748172,0.693138336,0.443261947,-0.258903933,0.134513593,-0.557114478
529,L48454,H,298.1,309.5,1530,40.2,65,0,No Failure,1119,3817.690271,0.121064527,1.486733943,1,0.693939482,0.002509191,0.649604432,-0.06064504,0.433353457,-1.033297741
530,L48455,M,298.1,309.4,1362,47.6,70,0,No Failure,4231,745.6616102,-0.712593544,0.756701386,0,-0.093252031,-0.588939501,0.48564421,-0.302744195,0.398431223,-0.428715887
531,L48456,M,298.2,309.4,1693,34.4,73,0,No Failure,1808,3167.248514,0.855473595,0.22431365,0,0.111236086,1.107718448,0.295878881,-0.160305415,0.036799901,-0.253668887
532,L48457,M,298.2,309.4,1408,46.5,76,0,No Failure,2945,2061.512084,-1.675954306,-0.682187302,1,-1.204120224,-1.788300138,0.214057404,-0.489862817,0.264012097,-0.063842193
533,L48458,L,298.2,309.4,1398,52.9,79,0,No Failure,1981,2987.444697,1.10878453,0.381205607,0,1.221743629,1.967215487,0.021117161,0.157239551,0.569343639,0.099196305
534,L48459,M,298.3,309.6,1531,40.1,81,0,No Failure,1647,3304.031167,-1.08943125,1.312122774,1,-0.615491581,-1.552908099,-0.461406562,-0.115594464,0.622485369,0.509332811
535,L48460,H,298.3,309.5,1521,37.1,84,0,No Failure,3840,1073.51158,-0.000399643,-1.051455223,1,-0.184501727,0.769311939,-0.638718077,0.366775291,0.227371503,0.411879205
536,L48461,H,298.3,309.5,1427,54.3,89,0,No Failure,4995,9.337239558,-0.792313417,1.360374629,1,0.492937407,-0.559449952,-0.286633123,0.561603777,0.176123387,0.357840949
537,L48462,L,298.3,309.4,1546,36.1,94,0,No Failure,2269,2676.435885,1.559557534,0.844470406,1,-1.59704839,1.661423327,-0.656483306,0.847004614,-0.08289885,0.094577651
538,L48463,L,298.3,309.4,1356,45.4,96,0,No Failure,2945,2061.512084,-0.255385543,0.646914258,0,0.197744625,-1.282151613,-0.442856423,0.796239512,-0.422878486,0.368463854
539,L48464,L,298.4,309.5,2153,15.3,98,1,Power Failure,4061,937.137258,1.322417523,-0.663446556,1,0.463772321,1.114596228,-0.47827034,1.14246761,-0.603895556,0.212815202
540,L48465,M,298.5,309.6,1492,41.7,100,0,No Failure,271,4673.811174,0.973742786,-1.307695804,0,1.687502365,-0.246331269,-0.451265221,0.638721633,-0.742589285,0.025759701
541,L48466,L,298.5,309.6,1582,40.3,103,0,No Failure,1889,3094.568072,0.634690771,0.065263449,0,-2.059904571,-0.23953346,-0.909045256,0.556847786,-0.310635472,-0.393614114
542,L48467,L,298.5,309.6,1419,41.5,105,0,No Failure,4525,433.8640943,1.305732026,-0.855427775,1,0.466190635,0.47402976,-0.351512796,0.525697012,-0.548185739,-0.086011734
543,L48468,M,298.5,309.6,1441,48.2,107,0,No Failure,1727,3200.033507,1.475754946,-0.258171092,0,-0.682891012,0.120093874,0.003952937,0.256254555,-0.267371392,-0.425020963
544,L48469,M,298.6,309.7,1635,32.2,110,0,No Failure,1677,3224.787052,-1.196312365,-1.3569152,1,0.684492891,-1.887652458,0.233104942,-0.045500259,-0.41769357,-0.715534322
545,L48470,L,298.6,309.7,1429,45.8,113,0,No Failure,4329,598.3250441,0.564373554,0.85207326,1,-0.026751208,1.243790711,0.021369376,-0.085268746,-0.074384593,-0.652720623
546,L48471,M,298.6,309.7,1675,28.4,115,0,No Failure,4571,414.6268428,0.478936897,-1.122487887,1,1.53035198,-0.060371202,0.374173416,-0.092453518,0.057045588,-0.024583631
547,L48472,M,298.7,309.7,1868,23.8,118,0,No Failure,4527,449.3528013,-0.041480256,0.548643959,0,-0.248339521,-0.367655779,0.176412287,-0.246504306,0.095486437,0.124137039
548,L48473,H,298.7,309.8,1582,33.4,121,0,No Failure,3914,1066.311435,-0.033019126,-1.009781981,1,-1.129550232,0.005961294,-0.302179175,-0.188564357,0.182918097,0.489010732
549,L48474,L,298.8,309.9,1486,40.3,126,0,No Failure,3288,1658.947466,-1.395154797,0.359629686,0,-0.874534005,-0.962273518,0.121504318,-0.224782259,0.336440899,0.681608619
550,L48475,L,298.7,309.8,1402,54.3,128,0,No Failure,2153,2842.751242,0.52844969,1.509224162,1,1.969522869,1.358881764,0.173636462,0.079652037,0.580137492,0.517646389
551,L48476,L,298.7,309.9,1621,34.1,130,0,No Failure,1085,3918.549044,-0.291317041,-0.930283643,1,-0.416506952,-0.5791262,0.19856354,-0.147174308,0.092869934,0.439129265
552,L48477,L,298.8,309.9,1428,42.4,132,0,No Failure,1024,3924.066926,0.24821949,0.985802259,0,-1.241386443,0.381130483,-0.054462343,-0.347884833,0.223346617,0.522726909
553,L48478,M,298.7,309.8,1343,53.6,134,0,No Failure,1789,3140.093233,-0.214108637,-0.242167968,0,2.060993159,-0.326619774,0.141031513,-0.689524095,0.208512472,0.010056276
554,L48479,M,298.7,309.9,1458,40.2,137,0,No Failure,1053,3893.804799,0.127016681,1.578112649,0,-2.188380401,0.240966255,0.002443256,-0.797873859,0.48385733,-0.242584117
555,L48480,L,298.7,309.8,1322,57,140,0,No Failure,3999,936.1534698,-0.605682033,-0.927113627,1,1.873322764,-0.51761848,0.401235106,-0.663381108,0.202747635,-0.101253294
556,L48481,L,298.7,309.9,1483,32.8,142,0,No Failure,2256,2716.957359,-1.294869665,-0.277900227,0,-1.399379166,-0.486880815,0.450110357,-0.495517273,0.293976192,-0.145592375
557,L48482,L,298.6,309.8,1505,45.7,144,0,Random Failures,4656,326.3848122,-1.459976822,0.91163153,0,0.344628642,-0.116653072,0.675920881,0.097456949,0.245347501,-0.581593346
558,L48483,L,298.7,309.9,1593,42.5,146,0,No Failure,3087,1845.152967,-0.755857454,1.134556323,1,0.879642094,0.497397231,0.442739922,0.173374472,-0.264818564,-0.242584117
559,L48484,L,298.8,310,2098,19.6,148,0,No Failure,2878,2083.900782,0.799480435,0.172564178,0,-0.28814529,1.098726085,0.504156284,0.466479276,-0.427110928,-0.016731919
560,L48485,L,298.8,310,1672,30.4,150,0,No Failure,4678,312.4467611,0.233637144,-0.470970844,1,0.635979219,-0.399746302,0.567467789,0.508759655,-0.443825223,0.015136796
561,L48486,L,298.8,310,1487,41.4,152,0,No Failure,4570,416.1693333,1.670001441,-0.521043681,1,-0.773716601,1.014679213,0.41134714,0.448971327,-0.114075385,-0.017193784
562,L48487,L,298.8,310,1423,42.1,154,0,No Failure,2497,2498.99688,-1.080389204,-1.639198795,0,-1.278415676,-1.942982646,0.019372378,-0.205989754,-0.161449752,-0.03890146
563,L48488,L,298.9,310.1,1750,25,156,0,No Failure,2808,2173.069801,0.709666563,0.323094501,1,1.921370593,1.264538541,0.225521134,0.304502068,0.091949431,-0.332186011
564,L48489,L,298.9,310.2,1654,31.1,158,0,No Failure,1189,3729.377345,1.010882331,0.088992703,1,-0.281443855,0.212772832,-0.269743178,-0.013594296,0.314125703,-0.168685647
565,L48490,L,298.9,310.2,1498,50.2,160,0,No Failure,4579,408.8522017,-0.065304496,1.17777835,1,-0.139956991,-0.760269818,-0.23330365,-0.313554984,-0.003371587,-0.401003961
566,L48491,L,298.9,310.1,1587,30.2,162,0,No Failure,1978,3010.627872,-1.604803964,-0.757915518,0,-1.607722662,-1.087569158,-0.241138788,-0.377381707,-0.435806625,-0.599606098
567,L48492,L,298.9,310.1,1473,42.6,164,0,No Failure,3259,1670.842057,1.472069905,-0.372202881,0,0.836614808,2.173589315,0.331786931,0.167293754,-0.189206886,-0.158062742
568,L48493,L,298.9,310.2,1359,56.9,166,0,No Failure,3297,1634.284555,-0.880815258,1.433975859,1,-0.558903089,-1.662171656,0.725796556,-0.12172808,-0.278012329,-0.033359075
569,L48494,M,299,310.3,1635,34.5,168,0,No Failure,356,4611.663899,-0.488921107,-1.498493745,0,1.598719348,0.276831034,1.145338418,-0.271819985,-0.386595407,-0.236118001
570,L48495,L,299,310.3,1520,45,171,0,No Failure,1077,3917.949381,-0.38443811,-0.984396841,1,-0.296517074,0.073794309,1.264386497,-0.186535959,0.1669017,-0.195011977
571,L48496,L,299,310.3,1507,36.7,173,0,No Failure,4579,329.1502019,1.118573339,0.475083179,1,0.445911548,1.061760962,1.205142827,-0.093535317,0.536379803,0.019293585
572,L48497,L,299,310.3,1428,46.3,175,0,No Failure,373,4547.709772,0.026960737,-0.816230095,0,0.203947835,-0.771167095,0.620746806,-0.048580895,0.430880303,0.086264073
573,L48498,M,299,310.3,1582,33.3,177,0,No Failure,4462,485.6581176,-1.631274783,0.891060466,1,-0.468618291,-1.171448223,-0.037135383,-0.183338207,0.350358532,0.546282046
574,L48499,L,299,310.3,1929,24.4,180,0,No Failure,913,4014.075149,-0.06250098,1.268991793,1,0.536140313,1.108217658,-0.336013425,-0.141364949,0.119850194,0.664057732
575,L48500,M,299,310.3,1540,38.1,182,0,No Failure,3277,1715.385585,0.080565103,0.862993674,1,-0.926976295,0.101050675,-0.453978433,-0.465375673,-0.194732768,0.795689381
576,L48501,L,298.9,310.2,1362,53,185,0,No Failure,1578,3392.182465,1.34334545,-0.052414325,0,-1.411084869,0.892053783,-0.280331114,-0.276681025,-0.605446128,0.560599875
577,L48502,H,298.9,310.1,1452,49.9,187,0,No Failure,340,4652.312343,-0.646825827,-1.218838948,1,-0.055907331,-1.405938596,0.357765589,-0.642547681,-0.592914433,0.448828439
578,L48503,L,298.9,310.1,1361,51.7,192,0,No Failure,2075,2923.804627,-1.421408493,-0.261481226,1,0.800859824,-0.547206686,0.392907464,-0.300722173,-0.516169497,0.161548139
579,L48504,M,298.8,310.1,1243,74.5,194,1,Power Failure,1457,3531.339288,-1.682554598,-0.303923014,1,1.17586868,-0.184498154,0.187366503,0.057292174,-0.628217993,0.082107284
580,L48505,H,298.8,310.1,1567,36.8,197,0,No Failure,1231,3735.71111,1.024038341,-1.190573126,1,0.104196936,1.912010645,0.249410156,0.126150683,-0.337006493,-0.127579623
581,L48506,L,298.9,310.2,1411,46.5,202,0,No Failure,4471,491.3796244,-0.485987826,0.010244149,0,0.231259193,-1.066748245,-0.138199487,-0.139965353,0.235560707,-0.182079745
582,L48507,L,298.8,310.2,1814,26.8,204,0,No Failure,4616,356.2922971,1.062301714,-0.835114266,1,-2.188021862,1.093746899,-0.416478298,0.120728682,0.514348952,-0.30493595
583,L48508,M,298.8,310.1,1719,28.8,206,0,No Failure,4370,544.6349187,0.368663241,-0.821723706,1,-0.05022113,-0.490025036,0.217225142,-0.318620826,0.799335371,-0.310478336
584,L48509,H,298.8,310.2,1663,30.4,209,0,No Failure,3356,1583.738069,-1.338262054,1.152134484,0,2.122077279,-1.205844287,0.463071638,-0.542539131,0.979142284,-0.514160992
585,L48510,L,298.9,310.2,1696,30.2,214,0,No Failure,949,3971.909984,-0.306541839,1.672262872,1,-1.485826528,0.72882528,0.292154862,-0.048449361,0.673963748,-0.47490243
586,L48511,H,298.9,310.2,1771,26.8,216,0,No Failure,2344,2570.517905,0.817482349,1.404185375,0,0.617865025,0.794031853,0.358357921,0.34089635,0.369869759,-0.006109014
587,L48512,L,299,310.3,1868,24,221,0,No Failure,1240,3668.62725,-1.134445828,0.589817828,1,1.036847592,-1.378922408,0.503572863,0.226670359,0.365443752,-0.077236291
588,L48513,M,299,310.3,1558,35.4,223,0,No Failure,3914,1066.311435,-0.75092828,0.077310864,1,-1.421725902,0.270913525,0.189437128,0.337900128,0.282902555,0.021141047
589,L48514,L,299,310.4,1365,49.1,226,1,Overstrain Failure,1497,3468.083691,1.132186792,-0.373758196,0,0.648356549,1.330278705,0.076885347,0.427359591,0.205506535,-0.01257513
590,L48515,L,299,310.4,1371,53.8,228,1,Overstrain Failure,3184,1720.497423,1.64018672,0.151792923,1,-0.647344732,0.358851986,-0.195687426,0.029227571,0.185825412,-0.190855188
591,L48516,L,298.9,310.3,1583,32.6,230,0,No Failure,4462,485.6581176,0.246352393,1.382055339,1,0.897259724,-0.984666495,-0.294350281,-0.467251106,-0.024501023,-0.738627594
592,L48517,H,298.7,310.2,1613,36,0,0,No Failure,2996,1998.168841,-0.578296985,0.177111846,0,-0.587466877,-0.582575463,-0.457296496,-0.338417177,-0.225411385,-0.493838913
593,L48518,L,298.6,310.1,1721,27.2,5,0,No Failure,908,4089.757845,-0.303630966,-0.309669237,0,-0.708902891,0.194017212,-0.336075714,-0.468531673,-0.455465451,-0.607919676
594,L48519,M,298.6,310.2,1668,31.5,7,0,No Failure,2396,2529.66773,-0.85847331,-0.472163811,0,0.082504742,-0.39197487,0.155618601,-0.322556958,-0.387205576,-0.294313045
595,L48520,L,298.6,310.2,1569,36.3,10,0,No Failure,1116,3818.6538,-0.842206663,-0.899839252,0,-0.032380158,0.011475368,0.447683475,-0.242352014,-0.446209991,0.244222052
596,L48521,M,298.6,310.2,1328,50.5,12,0,No Failure,4280,655.0121362,0.890522037,0.377503527,1,0.669946702,1.224040809,0.809073555,-0.069150077,-0.35930441,0.736570605
597,L48522,M,298.6,310.1,1596,33,15,0,No Failure,4975,-16.97779516,-1.228869465,-0.973158482,0,0.41737885,-1.497224028,0.558034326,-0.041285057,-0.32287374,0.678837426
598,L48523,L,298.5,310.2,1676,32.7,18,0,No Failure,166,4746.512019,0.42624261,0.031630139,1,0.601132234,1.169209863,0.330667922,-0.007777253,-0.324687375,0.689460331
599,L48524,L,298.5,310.1,1809,28.9,20,0,No Failure,1287,3622.351218,-0.457448589,-0.767185886,1,-0.6234069,-0.624284554,-0.039264845,-0.027770176,-0.549799753,0.684379811
600,L48525,L,298.5,310,1804,26.1,22,0,No Failure,4965,-15.82788915,0.023803023,-0.465311347,1,0.212761386,0.339956093,-0.044589079,-0.209161474,-0.193005298,0.292717922
601,L48526,L,298.6,310.1,1533,33.9,24,0,No Failure,2647,2309.289141,1.029847134,0.55965688,1,-1.495670629,0.710686833,-0.379843608,-0.243927626,0.214416115,0.174942237
602,L48527,L,298.7,310.2,1717,27.3,26,0,No Failure,2177,2787.267837,-1.061330443,-0.982226657,0,0.501088559,-1.47729278,-0.287021304,-0.780594572,0.429425275,-0.069846444
603,L48528,L,298.7,310.2,1363,45.5,28,0,No Failure,1348,3577.415292,0.326277995,-1.093931753,1,0.097001907,0.980236466,-0.299575863,-0.338543821,0.59304524,-0.069846444
604,L48529,L,298.7,310.2,1402,45.9,30,0,No Failure,4056,891.6743697,-1.36440508,1.016786388,1,0.66588894,-1.194370246,-0.025651461,-0.516225531,1.131296733,-0.012113265
605,L48530,L,298.7,310.2,1436,47.5,32,0,No Failure,4230,691.2709608,-0.150027737,1.571795719,1,-0.953908392,0.857860303,-0.100805637,-0.464417839,0.975135295,0.332900215
606,L48531,L,298.7,310.2,1525,43.7,34,0,No Failure,1615,3291.62599,-1.653487593,1.634702677,1,0.018056093,-1.062109586,-0.25321022,-0.152550086,0.748521954,0.50748535
607,L48532,M,298.7,310.2,1598,33.3,36,0,No Failure,3377,1538.202181,1.14892331,-0.164126832,1,0.128464391,1.979699618,-0.408675903,0.224605926,0.625491897,0.577688896
608,L48533,M,298.6,310.1,1444,48.1,39,0,No Failure,2258,2702.609571,-0.562130555,1.597325712,1,1.110022993,-1.208760845,-0.398038834,0.200996853,0.387897002,0.87374464
609,L48534,L,298.6,310,1334,48,42,0,No Failure,671,4238.774208,-1.105366617,0.2359792,1,-0.568491272,-0.38377581,-0.428235197,0.440877416,0.2141542,0.839104732
610,L48535,M,298.6,310,1681,35.5,44,0,No Failure,825,4173.854573,1.409311026,0.438729013,0,-1.227074316,1.776435348,-0.351489931,0.84783787,-0.128502683,0.812778402
611,L48536,L,298.6,309.9,1593,37.4,47,0,No Failure,709,4264.408208,0.232292468,1.019552392,1,0.007231705,-0.831500681,0.085594064,0.324098506,-0.467593148,0.473769173
612,L48537,L,298.6,309.9,1461,45.7,49,0,No Failure,2452,2453.748154,1.030877942,-1.352101307,1,0.715821975,0.564131206,0.561542708,0.553846289,-0.344674034,0.120903981
613,L48538,M,298.7,310.1,1693,31.9,51,0,No Failure,2562,2422.857388,0.637272261,0.728611704,1,0.965631491,-0.278071971,0.503421274,0.284158046,0.145329714,-0.335419069
614,L48539,L,298.7,310.2,1404,50.3,54,0,No Failure,2530,2436.649822,0.929435654,-1.477305218,0,-0.190333921,0.206377935,0.352591707,0.157281206,0.077876883,-0.284613871
615,L48540,H,298.8,310.2,1707,27.6,56,0,No Failure,2181,2802.963693,-1.209385793,-1.256723311,0,0.047123025,-1.510949982,0.252194597,-0.161140642,0.540630993,-0.226418826
616,L48541,M,298.6,310.1,1458,41.9,61,0,No Failure,949,3971.909984,1.381031382,1.634147961,1,0.144661377,1.829940252,0.274059085,0.345059551,0.775082633,0.031302086
617,L48542,L,298.6,310,1517,41.2,64,0,No Failure,3277,1715.385585,-0.317563272,1.097917435,0,-1.172708507,-1.199959247,0.405079957,0.007236877,0.259642785,0.04608178
618,L48543,L,298.7,310.1,1433,54.6,66,0,No Failure,1497,3468.083691,0.002888058,0.391347547,0,0.637805342,0.226361467,0.398750153,0.016733122,0.086333057,0.294103519
619,L48544,L,298.7,310.2,1566,33.1,68,0,No Failure,2180,2774.907415,-0.662673587,0.836465334,0,-0.011999207,-0.470190638,0.56801808,0.316560605,0.153240027,-0.02874042
620,L48545,L,298.7,310.1,1676,33.5,70,0,No Failure,4937,28.53765023,1.321615173,-0.084465111,0,0.479453467,1.401751137,0.648579819,0.461569325,-0.176232769,-0.478597354
621,L48546,M,298.7,310.1,1368,56.8,72,0,No Failure,2576,2352.827299,-0.308081986,-0.943051282,0,0.530650344,-1.151287784,0.538467154,0.189873933,-0.060878385,-0.703987686
622,L48547,M,298.8,310.2,1581,37.5,75,0,No Failure,4061,937.137258,-0.27008205,0.231368798,1,-1.658395589,0.026828482,0.412744658,0.071770261,0.108520557,-0.098482101
623,L48548,H,298.8,310.3,1708,27.1,78,0,No Failure,1971,2952.777513,1.502025473,0.725882395,0,1.258738216,1.251859309,0.872858758,-0.152113518,-0.01944229,-0.5113898
624,L48549,M,298.7,310.3,1481,41.5,83,0,No Failure,229,4755.396587,0.062370016,-0.810898647,1,-0.325674036,-1.017036054,0.350192663,-0.779268603,0.072372838,0.03499701
625,L48550,L,298.7,310.3,1451,40,86,0,No Failure,4069,912.2809016,-0.036861786,0.492306812,1,-0.194792177,-0.070116547,-0.003900179,-0.470482551,0.22529242,0.514875197
626,L48551,M,298.7,310.3,1495,38.7,88,0,No Failure,4917,27.80392379,-0.898600347,-0.096056575,0,0.475452264,-0.608776486,0.117717871,-0.652333157,0.353028277,0.300107769
627,L48552,M,298.8,310.3,1573,41.8,91,0,No Failure,2205,2759.410351,-1.389500947,-0.408445436,0,0.413186989,-0.346804312,-0.359698388,-0.484082129,0.230105306,0.204501624
628,L48553,M,298.8,310.3,1366,59,94,0,No Failure,4358,639.8094867,-1.633749952,1.184958037,1,-2.216480547,-0.172561486,-0.655305425,-0.43690761,-0.01890827,0.39109526
629,L48554,L,298.8,310.3,1553,36.8,97,0,No Failure,2910,2085.631752,1.606300276,-0.046300741,1,0.270419511,2.28886248,-0.528768753,-0.157695068,-0.443189473,-0.237965462
630,L48555,M,298.8,310.3,1528,37.1,99,0,No Failure,1687,3307.410677,-0.946114817,1.130986097,0,1.487373813,-1.803126183,-0.441106999,-0.701975998,-0.242927501,-0.47490243
631,L48556,M,298.8,310.2,1527,31.2,102,0,No Failure,4825,160.7122358,-0.057345207,-0.710671426,1,-1.642798881,0.627840255,-0.478719788,-0.630024472,-0.276622948,-0.383453074
632,L48557,L,298.8,310.2,1461,46.7,105,0,No Failure,3954,1052.457444,-1.153628351,-1.653513318,0,1.056084377,-0.774466519,-0.515746646,-0.682237189,0.150119947,-0.670733375
633,L48558,H,298.8,310.2,1455,44.9,107,0,No Failure,3196,1745.286839,-0.237687239,-0.936447978,0,-0.723734001,0.647035101,-0.268989442,-0.222429079,0.611442628,-0.637017198
634,L48559,L,298.7,310.1,1620,34.8,112,0,No Failure,2361,2571.564228,-1.115104375,0.955009119,0,0.132953525,-0.619852349,-0.113819182,-0.09628614,0.712489723,-0.049524365
635,L48560,L,298.7,310.1,1786,27.7,114,0,No Failure,530,4461.349349,-0.586357188,0.962508863,1,1.044389266,0.373508534,0.043754717,-0.011863707,0.656452591,-0.193164515
636,L48561,M,298.8,310.2,1583,35.7,116,0,No Failure,387,4609.542072,-0.318408791,1.423043048,0,-1.640726967,0.189271663,-0.068014452,0.024605968,0.388910238,-0.436105734
637,L48562,L,298.8,310.1,1653,30.3,119,0,No Failure,2114,2865.817156,1.145412195,0.65310009,1,2.059576006,1.034075525,0.357081397,0.369567031,0.020386258,-0.062456597
638,L48563,M,298.9,310.2,1331,49,121,0,No Failure,2601,2398.000045,0.393027459,-0.431212506,1,-1.0475955,-0.531525335,-0.007990196,0.424895857,-0.384043355,-0.039363325
639,L48564,L,298.9,310.3,1484,43.8,124,0,No Failure,3703,1299.98042,-0.692992211,0.674823459,0,0.141453059,-0.767216063,-0.245197353,0.50165222,-0.126103108,-0.652258758
640,L48565,M,298.9,310.2,1603,36.1,126,0,No Failure,4366,637.3905644,-0.404008812,-0.375202899,0,0.091962578,0.204131482,-0.372317765,0.844973675,-0.565529438,-0.839776124
641,L48566,L,298.9,310.2,1445,40,129,0,No Failure,4624,323.2788026,1.406396522,-0.419576854,1,0.257686732,1.278914146,-0.629236983,1.159666806,-0.684855974,-0.512775396
642,L48567,L,298.9,310.1,1823,26.1,131,0,No Failure,3432,1480.210021,1.422056326,-1.369047977,0,-0.734542898,0.011046675,-0.691003782,0.815645059,-0.447360671,-1.055467282
643,L48568,H,298.9,310.1,1491,45.3,133,0,No Failure,3594,1355.503847,0.776809275,0.858488729,1,-0.5954528,-0.455839739,-0.709537014,0.806816664,-0.179075164,-1.183404008
